DATE,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
20-Aug,3.47,1.3,2.61,0.46,1.55,0,2.29,3.65,4.3,0.65,3.2,5.03,1.39,5.62,3.54,9,0.36,0,2.31,0.61,5.41,5.04,4.05,0.9,0.93,0.6,0.91,2.43,1.18,2.38,0.38,0.3,0.29,3.5,1.82,0.56,0.31,0,0,0,0.27,0.44,0.89,0.47,1.38,3.46,0.82,2.31,2.04,3.19,2.59,1.54,0.91,3.79,1.29,0.13,0.94,0,2.54,2.17,2.06,1.32,0,0.38,
21-Aug,0.96,6.11,4.34,0.96,0,2.56,2.88,1.89,1.87,0.48,3.07,3.94,3.32,11.82,0.46,5.25,2.95,0,2.31,2.24,4.35,0,4.06,1.85,4.06,0.63,1.43,3.38,3.43,0.59,2.65,0.89,0,3.15,1.7,4.75,0,0.9,2.36,0.44,1.2,0,2.3,2,0.3,3.74,0.79,0.65,1.02,3.84,1.92,0.46,2.21,7.01,3.53,0,0,2.5,1.89,0.12,1.45,2.43,0.73,0,
22-Aug,1.83,2.77,4.7,0,0.91,0.97,1.24,0.92,5.75,5.98,0.94,3.69,0.95,7.25,3.17,6.5,1.93,2.31,0.43,0.91,4.08,5,3.24,1.8,1.23,0.62,2.28,3.43,0.3,1.71,0.44,0,1.15,2.61,5.56,3.2,0.47,0.31,0.48,0.9,0.41,0,3.57,1.16,1.17,7.13,0.99,3.97,0.12,5.31,2.15,1.08,0,3.06,2.21,0,0,0,2.43,0,1.07,1.1,1.23,0.87,
23-Aug,7.09,5.8,1.86,0.33,0.95,2.68,0.63,1.81,5.25,1.85,0.63,0.47,0.92,6.16,1.73,16.6,2.22,0.47,,1.37,2.05,2.37,3.32,0.94,3.54,0.32,0,1.8,1.49,0,2.3,0.44,0,3.66,5.89,4.03,0.55,0.93,1.83,1.9,0.45,0,2.26,3.35,0.32,6.08,1.24,1.42,0.24,6.25,4.09,1.15,0.74,3.55,1.29,0.73,0.19,0.37,1.07,0,0.26,1.47,0.26,0.13,
24-Aug,3.68,0.86,1.9,0.31,1.92,1.55,0.92,0.31,2.26,6.04,0,7.42,1.95,4.54,0.31,1.66,3,0.46,,0.46,1.72,7.11,0.29,0.47,0.49,0,1.7,1.37,2.31,1.61,0.31,0.43,0.3,2.83,0.91,0.92,0,0.63,2.34,0,2.04,0.43,2.59,1.32,1.4,2.3,2.8,0.87,0.75,4.98,2.66,1.1,0.76,5.83,0.7,0,0,1.1,1.43,0.19,0.38,0,0.19,0.58,
25-Aug,4.94,4.16,3.99,0,0,1.76,4.14,0,0.45,1.63,0.3,2.48,4.88,2.38,0.92,7.52,10.5,3.64,,0.47,0.92,4.23,1.45,0,1.8,0.48,1.46,2.22,2.34,2.78,2.68,0.92,0,2.6,1.7,4.01,0.61,0.29,1.4,1.35,1.51,0,1.4,4.89,1.82,8.33,2.98,1.35,,5.87,2.24,0.54,0.38,4,0.19,2.57,0,0.56,1.21,0.97,1.05,2.9,0.19,0.96,
26-Aug,3.26,4.28,6.04,0,0,4.12,2.11,0,3.26,0,1.52,0.59,,0,10.07,4.79,,0.46,0.44,2.36,3.3,3.25,0,1.38,0.46,0.94,0.46,2.73,3.19,0.86,,1.83,0.44,4.46,1.58,2.29,0.31,1.22,0.31,2.26,0.88,,2.32,6.32,1.77,,5.15,0.67,,,1.46,0.74,2.23,1.3,0,1.63,0,0.19,0.56,1.34,0.38,0.19,0,0.26,
27-Aug,2.84,3.26,6.41,0.3,0.98,4.13,3.33,0,0,4.76,1.54,0.9,,2.61,,3.5,,0.43,4.48,,0.92,8.44,3.21,,4.58,0,,1.3,,1.41,,0,0.88,2.61,3.44,5.63,0,0.91,1.57,1.79,0,,1.38,5.05,3.46,,4.91,2.59,,,3,3.72,1.12,1.22,0.19,0.72,0.75,0.37,0.56,0.5,0.39,2.73,0.76,0.52,
28-Aug,3.72,1.44,4.18,0.46,0,1.41,1.52,0,0.94,2.85,1.83,0.59,,2.32,,,,3.78,1.8,,,,,,,,,1.83,,2.62,,0,1.7,3.39,1.66,3.43,0.96,0.6,0.32,0.88,2.16,,4.93,5.12,0,,0.86,2.88,,,3.34,1.59,0.75,0.19,0.38,0.18,0.38,0.39,0.57,0.76,1.97,1.01,0,0.19,
29-Aug,4.45,1.9,1.85,3.12,1.84,4.22,0.93,0,1.26,38.08,18.91,0.3,,1.44,,,,,,,,,,,,,,,,0.45,,0,1.32,2.84,0.33,0,0.9,0.3,0.63,0.44,1.78,,2.67,7.57,0,,2.16,1.35,,,4.72,0.93,2.54,1.67,0.19,0.35,0.58,0.38,0,0.57,0.51,0.39,0.19,0.19,
30-Aug,3.02,0.32,1.92,0.66,0.63,1.94,0,0,0.63,,,0,,2.77,,,,,,,,,,,,,,,,0,,0,1.34,5.13,1.18,4.81,2.22,0.63,2.37,1.29,0.45,,2.01,6.38,0.89,,0.34,0,,,2.98,,1.11,2.44,1.5,0.19,0.19,1.26,2.99,0.63,1.66,0.57,0,0,
31-Aug,1.36,1.78,2.63,2.57,1.88,7.85,0,1.27,5.24,,,0.98,,,,,,,,,,,,,,,,,,,,0,1.78,2.73,4.96,5.61,1.83,0.47,2.77,2.66,0.94,,2.29,2.48,1.8,,1.4,1.07,,,1.23,,1.86,7.96,0.13,0,0,1.9,0.19,0.59,1.91,0.38,0,0.19,
1-Sep,1.89,1.83,6.49,0.65,0,1.24,0,2.51,0.94,,,,,,,,,,,,,,,,,,,,,,,0,1.15,1.35,3.83,0,2.74,0,,0.61,3.01,,3.58,2.32,0.88,,,5.08,,,1.7,,1.53,5.63,0.38,0.19,0.19,1.5,0.77,0,1.92,3.38,0.19,0,
2-Sep,9.56,,8.11,0.47,0,1.55,0.45,0.47,1.24,,,,,,,,,,,,,,,,,,,,,,,7.18,0,0.47,2.13,4.08,0.31,0.93,,1.76,0.9,,1.89,2.07,0,,,1.33,,,0.19,,0.19,2.95,0.19,0,0,0.76,0.26,0.38,0.57,3.43,0,0.19,
3-Sep,5.3,,14.21,1.4,0,0,0.95,2.34,0,,,,,,,,,,,,,,,,,,,,,,,7.35,0.6,2.81,2.75,2.31,0.92,0,,1.85,0.92,,4.89,1.26,0.32,,,2.03,,,2.32,,1.66,4.52,0.56,0.19,0.58,0.38,0.39,0.39,1.14,0.39,0,0,
4-Sep,1.48,,6.1,,1.35,7.18,1.87,5.71,,,,,,,,,,,,,,,,,,,,,,,,14.96,1.39,0.93,4.03,2.77,2.35,0.92,,1.74,0,,5.88,2.27,0,,,0.71,,,2.42,,2.52,2.29,2.75,0.57,0.19,0.19,1.52,0.19,0,0.39,0.19,0.58,
5-Sep,2.31,,3.88,,1.89,8.41,,4.65,,,,,,,,,,,,,,,,,,,,,,,,3,1.8,1.7,1.42,,2.38,0,,0.94,1.89,,8.01,3.36,0.61,,,0.18,,,1.38,,0.75,3.73,2.72,0,0.19,0.56,1.52,0.78,0.97,0.58,0.19,0.39,
6-Sep,2.66,,0.67,,0.47,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,2.02,0.95,5.13,,0,1.41,,,0.93,,2.3,7.26,0.47,,,0.82,,,3.36,,0,5.84,1.31,0,0.39,0.38,1.65,0,0.77,0.19,0.77,0.19,
7-Sep,0,,0.96,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,0.32,2.73,,0.63,1.26,,,1.36,,5.05,13.51,0,,,2.81,,,2.56,,0.13,1.89,1.66,0,0.39,0.19,0.77,0.57,0.39,2.65,0,0,
8-Sep,2.43,,0,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,1.43,2.37,,0.62,1.26,,,1.87,,2.74,5.97,1.78,,,3.1,,,0.57,,1.33,3.79,2.03,0,0,0.57,2.27,0.26,0.19,0.19,0,0,
9-Sep,0,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,3.31,,3.21,1.26,,,0.48,,7.64,8.27,4.44,,,4.57,,,1.27,,0.76,2.98,0.76,1.83,0,1.15,1.53,0.77,0.78,0.76,0.58,0.97,
10-Sep,0.98,,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,,3.72,0.48,,,2.24,,7.26,13.61,1.79,,,1.46,,,0.56,,0,7.6,0,0.56,0,0.39,2.63,0.97,0.78,2.84,0.19,0,
11-Sep,0.68,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,1.4,,2.71,4.05,2.27,,,0.91,,,4.33,,0.38,0.96,2.88,1.47,0.58,0.96,0.19,0.39,6.49,1.31,0.39,0.26,
12-Sep,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,1.91,,2.82,6.17,0.47,,,3.09,,,0.19,,0.94,2.44,0.19,1.27,1.03,3.62,1.17,0.19,3.55,0,0,0.39,
13-Sep,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,1.89,,2.78,1.83,4.48,,,2.81,,,3.15,,0.78,2.65,1.9,0.56,0,3.02,1.73,0.19,2.89,4.83,0,0.19,
14-Sep,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,0.47,,10.05,4.48,0,,,0.55,,,0.5,,1.32,2.28,1.37,0.19,2.6,0.59,0.78,0,1.74,5.21,0.39,0,
15-Sep,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,1.9,,10.48,0.93,1.91,,,2.69,,,0.39,,0.38,2.85,0,0.57,0.77,1.15,1.02,0.19,1.36,2.8,0.19,0.19,
16-Sep,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,5.12,2.16,0,,,1.47,,,,,1.55,0.58,0,0.56,0.19,1.14,1.94,0.39,0.39,5.13,0,0.19,
17-Sep,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,1.92,0.98,1.63,,,0.73,,,,,0.57,1.7,0.19,0.72,0,1.32,0.19,0,0.97,0.92,0,0.39,
18-Sep,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,,,,0.95,0.97,2.74,,,0.12,,,,,1.13,3.7,0.77,0.19,0.19,0.19,,0.19,1.73,2.46,0,0,
19-Sep,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,2.37,0.47,7.4,,,0.93,,,,,0.95,0.39,0,0.19,,0.39,,0.39,1.93,0.96,0,0.19,
20-Sep,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,,,,,3.3,4.88,3.45,,,2.4,,,,,0.39,2.25,0.19,0,,1.75,,0,,0,0.58,0.78,
21-Sep,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,1.27,3.02,,,1.33,,,,,1.73,0.95,0.19,0,,0.57,,0.19,,,0.39,0.19,
22-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,3.28,1.94,,,1.81,,,,,0.39,4.71,0,0,,,,0.19,,,,0.39,
23-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.42,2.74,,,0.92,,,,,0.19,0.38,0.58,0.54,,,,0,,,,,
24-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,6.46,1.44,,,0.37,,,,,0.58,0.38,1.14,0,,,,0,,,,,
25-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,2.39,1.41,,,1.45,,,,,0.38,,,,,,,,,,,,
26-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,6.52,0,,,,,,,,0.58,,,,,,,,,,,,
27-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,5.18,0,,,,,,,,0.39,,,,,,,,,,,,
28-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,3.61,0.91,,,,,,,,0,,,,,,,,,,,,
29-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.93,0,,,,,,,,,,,,,,,,,,,,
30-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.77,3.72,,,,,,,,,,,,,,,,,,,,
1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,0.31,2.35,,,,,,,,,,,,,,,,,,,,
2-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,0.47,4.1,,,,,,,,,,,,,,,,,,,,
3-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,1.84,4.69,,,,,,,,,,,,,,,,,,,,
4-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.75,1.38,,,,,,,,,,,,,,,,,,,,
5-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,
6-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,0,,,,,,,,,,,,,,,,,,,,
7-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,,0,,,,,,,,,,,,,,,,,,,,
8-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,
9-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,
10-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,
11-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,
12-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,
